Date,Close,High,Low,Open,Volume,Daily Return,20 Day MA,50 Day MA
2023-04-11,158.5037384033203,160.04145880285023,158.21787125365222,160.03160702009572,47644200,-0.007591171587247314,157.57371444702147,151.8181182861328
2023-04-12,157.81375122070312,159.74575366976245,157.49831365463328,158.9177526201656,50133100,-0.0043531287625625525,157.94385223388673,152.1595324707031
2023-04-13,163.19577026367188,163.43234843413578,159.11489082873655,159.3218986080038,68445600,0.034103612653132886,158.5633773803711,152.5831948852539
2023-04-14,162.8507843017578,163.94493394539444,161.48063430124813,162.23962776220338,49386500,-0.0021139393585793975,159.0246955871582,152.97751739501953
2023-04-17,162.8704833984375,163.02820218114718,161.6876226098968,162.73248322378927,41516200,0.00012096408847006579,159.52889099121094,153.26613555908204
2023-04-18,164.0927734375,165.01935243982652,163.2844759960185,163.72806193096773,49923000,0.007504674963555891,159.9759162902832,153.50675994873046
2023-04-19,165.2362060546875,165.7586363174907,163.17604035173306,163.43233711220313,47720200,0.006968208247287722,160.3874542236328,153.82477905273439
2023-04-20,164.27020263671875,165.47278202514906,163.19577163848064,163.71820194187683,52456400,-0.005846197035346057,160.8221565246582,154.06600006103517
2023-04-21,162.66346740722656,164.0730393438838,162.14103717495192,162.69303779464673,58337300,-0.009781050998308283,161.12230834960937,154.32882415771485
2023-04-24,162.9690399169922,163.23518844762253,161.5496011414824,162.64375061086378,41949600,0.001878556473904558,161.3726806640625,154.61842864990234
2023-04-25,161.43136596679688,163.9350881077864,161.39192874454255,162.8310865389587,48714100,-0.009435374663669394,161.64326248168945,154.86998504638672
2023-04-26,161.4214630126953,162.91976126426218,160.47518046288778,160.73146218660858,45498800,-6.134467141660771e-05,161.94439849853515,155.06535430908204
2023-04-27,166.0050811767578,166.15293313578908,162.8310621018307,162.8310621018307,64902300,0.028395345194597965,162.32094497680663,155.36521057128905
2023-04-28,167.25692749023438,167.424513091262,165.4826438930684,166.08393356927388,55275900,0.007541012025671812,162.6817184448242,155.64811218261718
2023-05-01,167.168212890625,168.01593249804148,166.2317821133474,166.86264216717663,52472900,-0.0005304091193146787,162.91286926269532,155.96117614746095
2023-05-02,166.13320922851562,167.91737470896658,165.1474894240389,167.66107793363267,48425700,-0.006191390361913851,163.02967681884766,156.27640899658203
2023-05-03,165.05877685546875,168.47922575134587,164.77292473257992,167.07950544573387,65136000,-0.0064672943960830676,163.119376373291,156.65039154052735
2023-05-04,163.42247009277344,164.65461977543495,161.96360907995128,162.535328337613,81235400,-0.009913479270042824,163.21942672729492,156.9831701660156
2023-05-05,171.09136962890625,171.81094077356033,168.32148473339686,168.5383442631647,113453200,0.046926836510176706,163.65856323242187,157.45966705322266
2023-05-08,171.02236938476562,171.3673772990156,169.65221959190652,170.01693107088172,55962800,-0.00040329470908018195,164.22387313842773,157.98781524658204
2023-05-09,169.3170928955078,171.06180609803263,169.14952233576255,170.57881302608763,45326900,-0.009971072763126587,164.7645408630371,158.45800323486327
2023-05-10,171.08151245117188,171.54480192353225,169.44521410372417,170.5492304195713,53724500,0.010420799964673044,165.42792892456055,158.97353424072264
2023-05-11,171.26881408691406,172.09681510347738,169.71137500858376,171.36739208260082,49514700,0.0010948093283640326,165.83158111572266,159.53421142578125
2023-05-12,170.34095764160156,171.8117019924622,168.79122976444327,171.3773829679925,45533100,-0.005417544637412175,166.20608978271486,160.06450317382811
2023-05-15,169.8474578857422,170.97273242564646,169.25520178613013,170.92337524039573,37266700,-0.0028971291619582784,166.55493850708007,160.48398773193358
2023-05-16,169.8474578857422,170.9036293539558,169.58094113474692,169.76848940168068,42110300,0.0,166.8426727294922,160.848271484375
2023-05-17,170.45938110351562,170.6962714054677,168.21869827349877,169.49204389326178,57951600,0.003602781138974054,167.10383148193358,161.26875701904297
2023-05-18,172.78890991210938,172.97645812210007,170.35081330561755,170.76538642479474,65496700,0.013666181312597114,167.52976684570314,161.71079528808593
2023-05-19,172.89749145507812,174.11159953538055,172.68033195301507,174.11159953538055,55809500,0.0006284057409933208,168.0414680480957,162.1999542236328
2023-05-22,171.94989013671875,172.45331220735133,171.2095777379714,171.73273062815065,43570900,-0.005480711781209235,168.49051055908203,162.71136444091798
2023-05-23,169.343994140625,171.140492823502,169.06761204505847,170.89372201948225,50747300,-0.01515497331240967,168.88614196777343,163.1318194580078
2023-05-24,169.62037658691406,170.19288666082696,168.317434571077,168.88006417332414,45143500,0.0016320770493907233,169.29608764648438,163.5160070800781
2023-05-25,170.75555419921875,171.6537886011476,169.47234283142473,170.1830440486123,56058300,0.006692460158069569,169.53361129760742,163.9150128173828
2023-05-26,173.1639862060547,173.49960591702484,170.87396117733175,171.08125526170468,54835000,0.01410456027700313,169.82896423339844,164.3058041381836
2023-05-30,175.00987243652344,176.6780456265802,174.28930584342234,174.6742677286896,55964400,0.01065975824945653,170.22104721069337,164.7502700805664
2023-05-31,174.96047973632812,177.03336027410137,174.47680359439627,175.0394481918492,99625300,-0.00028222807952293927,170.66241073608398,165.14643432617189
2023-06-01,177.76382446289062,177.79343575638538,174.64463768008144,175.40469602373648,68901800,0.01602273113783892,171.29766311645508,165.5616018676758
2023-06-02,178.61268615722656,179.4319669478336,176.94451328757913,178.69165461361322,61996900,0.00477522182536716,172.05717391967772,166.0223324584961
2023-06-05,177.26040649414062,182.56103856696868,175.74028990045602,180.27101332814428,121946500,-0.007571016886760096,172.36562576293946,166.43433197021486
2023-06-06,176.8951873779297,177.79342164547316,175.13816542041533,177.64536518975015,64848400,-0.0020603535974798026,172.65926666259764,166.81300384521484
2023-06-07,175.52316284179688,178.86937468745242,175.02962118278163,176.13514967923302,61944600,-0.007756143943031812,172.9695701599121,167.20307250976563
2023-06-08,178.2376251220703,178.50412674833163,175.1677956906412,175.60209965770608,50214900,0.015464980440900833,173.32737579345704,167.6598501586914
2023-06-09,178.62258911132812,179.87617397731293,178.2968498358667,179.1556074319137,48900000,0.0021598357192773587,173.69506454467773,168.0628189086914
2023-06-12,181.416015625,181.51472997018058,178.63244881890137,178.92857679274874,54274900,0.015638708001992185,174.24881744384766,168.49031005859376
2023-06-13,180.9422149658203,181.7713612206094,180.08345742062403,180.4388079672042,54929100,-0.002611680438176278,174.80355529785157,168.8582504272461
2023-06-14,181.5739288330078,182.00824779635482,179.66886572578127,181.00141884147698,57462900,0.003491246458471986,175.38987884521484,169.2137878417969
2023-06-15,183.60736083984375,184.1107829667957,181.40616927858855,181.58385210624687,65433200,0.01119892057138916,176.04727783203126,169.62063934326173
2023-06-16,182.53143310546875,184.57470266619666,181.88983501651188,184.31805138125782,101256200,-0.005859937910188129,176.5344039916992,170.0428387451172
2023-06-20,182.62025451660156,183.69618663444365,182.02801364300083,182.02801364300083,49799100,0.00048660885208451354,177.0205421447754,170.44907104492188
2023-06-21,181.5838623046875,183.01513017043268,180.23154785378478,182.5117080152066,49515700,-0.005675121933530369,177.50224075317382,170.88642486572266
2023-06-22,184.58457946777344,184.63393664574576,181.29759022920584,181.36669329070625,51245300,0.016525241422890913,178.26427001953124,171.40804168701172
2023-06-23,184.2686767578125,185.13731475683954,182.6202496908907,183.15328303090953,53117000,-0.0017114252494536686,178.99668502807617,171.9371401977539
2023-06-26,182.87692260742188,185.62101290744985,182.83743084186574,184.41677010681076,48088700,-0.007552852578519564,179.60275344848634,172.3307632446289
2023-06-27,185.63084411621094,185.9565833444032,183.27171612569057,183.48887561115208,50730800,0.01505887932454364,180.22609634399413,172.78636444091796
2023-06-28,186.8054962158203,187.44709427325768,185.17681495512898,185.50253915791174,51216800,0.0063278928951806535,180.81587753295898,173.26506469726561
2023-06-29,187.14108276367188,187.61489349976054,186.49948476837957,186.6376758009822,46347300,0.0017964490052468918,181.42490768432617,173.72603088378906
2023-06-30,191.4645233154297,191.96793030893548,188.7895213028153,189.15475231695294,85213200,0.023102573138457316,182.1099426269531,174.25059722900392
2023-07-03,189.9740447998047,191.37570117698604,189.28307449044232,191.27698682945007,31458200,-0.007784619781334157,182.67801055908203,174.76467407226562
2023-07-05,188.85862731933594,190.48730854754436,188.15779163185775,189.09553270560195,46920300,-0.005871420391370785,183.2579216003418,175.2885772705078
2023-07-06,189.3324432373047,189.53973735512338,186.7561552507634,187.38788795320247,45094300,0.002508839149654385,183.87978439331056,175.81584533691407
2023-07-07,188.21701049804688,190.1813114167851,187.7827065576724,188.9375920522482,46815000,-0.005891397798420406,184.51447677612305,176.35155822753907
2023-07-10,186.17376708984375,187.5359467558433,184.62403920180722,186.8153651594175,59922200,-0.01085578504725171,184.91128387451172,176.84660430908204
2023-07-11,185.65060424804688,186.85484691926047,184.18972537508213,186.71665587805697,46638100,-0.0028100781864955904,185.26268463134767,177.2395147705078
2023-07-12,187.3187713623047,189.22383458950753,186.0355602702456,187.22992243297554,60750200,0.008985519443981849,185.55782241821288,177.64075164794923
2023-07-13,188.07884216308594,188.72045533421505,187.32866429002723,188.03936545890204,41342300,0.0040576328536297,185.91465377807617,178.05896423339843
2023-07-14,188.22689819335938,188.71055932283986,187.18059240914323,187.77283329330808,41616200,0.000787201944517868,186.24730224609374,178.5008380126953
2023-07-17,191.48428344726562,191.81002272437502,189.33243414864154,189.42126802557274,50520200,0.017305631050457126,186.64114837646486,179.02934814453124
2023-07-18,191.22763061523438,191.8198865800326,189.93455398917624,190.85254922844402,48288200,-0.0013403336681776512,187.07595825195312,179.58545135498048
2023-07-19,192.5799560546875,195.66951651285706,190.1615899429346,190.60578947313948,80507300,0.00707180983784772,187.5739433288574,180.0152230834961
2023-07-20,190.6353759765625,193.93223012421538,190.01350876450033,192.57005054034346,59581200,-0.010097520624486989,188.02651901245116,180.40748321533204
2023-07-21,189.46072387695312,192.4515843269373,188.75988828116408,191.59282688932564,71951700,-0.0061617739813086825,188.27032623291015,180.81035583496094
2023-07-24,190.26031494140625,192.39241858357238,189.7667732684065,190.91179356457312,45377800,0.004220352630830426,188.56990814208984,181.19393188476562
2023-07-25,191.11903381347656,191.92844922240585,190.4280786239598,190.83278632842445,37283200,0.004513389312609695,188.98201370239258,181.59093627929687
2023-07-26,191.9876708984375,193.112945076557,190.82292002182845,191.16839008411552,47471900,0.004545005631457322,189.29985504150392,182.0238705444336
2023-07-27,190.7241973876953,194.65278390019768,190.06285351948284,193.4880330742484,47460200,-0.006581013795466939,189.49579010009765,182.44140533447265
2023-07-28,193.30050659179688,194.09017617119656,191.63233355900982,192.15548645475204,48291400,0.013508035369337756,189.80376129150392,182.91046630859375
2023-07-31,193.91249084472656,193.95198260711592,192.7378594315981,193.52752900074864,38824100,0.0031659733526827605,189.92615966796876,183.37952850341796
2023-08-01,193.08335876464844,194.1888872056883,192.7576194786216,193.70522604358104,35175100,-0.0042758054237055365,190.08162536621094,183.78541748046874
2023-08-02,190.0924835205078,192.65889079076135,189.37191700535638,192.52069974591456,50389300,-0.015490072594947168,190.14331817626953,184.12931732177734
2023-08-03,188.70068359375,189.8851803589987,188.22688789998924,189.09552588996192,61235200,-0.007321698896146311,190.1117301940918,184.46433319091796
2023-08-04,179.6392822265625,184.95966022717982,179.57017917093492,183.12368481919472,115956800,-0.0480199710706698,189.68284378051757,184.6702389526367
2023-08-07,176.53982543945312,180.76454006954836,175.05920073091434,179.7774569305225,97576100,-0.017253780735999147,189.20114669799804,184.8086279296875
2023-08-08,177.47756958007812,177.94149990785485,175.2862435821482,177.3689898212007,67823000,0.00531179941008042,188.7924949645996,184.9430682373047
2023-08-09,175.88833618164062,178.59293417746048,174.7235703168388,178.53371160261662,60378500,-0.008954559171605259,188.2209732055664,184.9975552368164
2023-08-10,175.67120361328125,178.41529378720278,175.30598763799586,177.16169386807627,54686900,-0.001234491001922633,187.60059127807617,185.01078186035156
2023-08-11,175.7305145263672,176.55090180538758,174.50488805624465,175.26597277471524,52036700,0.0003376245614876705,186.97577209472655,185.02618255615235
2023-08-14,177.3811798095703,177.60851131506328,175.25607590732963,175.90843422608452,43675600,0.009393162523037235,186.2706169128418,185.01852966308593
2023-08-15,175.39443969726562,177.40092323969566,174.99907927707545,176.8078826094104,43622600,-0.011200399695376784,185.47895736694335,184.95416473388673
2023-08-16,174.52462768554688,176.471793411816,174.45543132326716,175.07813825565708,46964900,-0.004959176660446429,184.57619094848633,184.89944915771486
2023-08-17,171.98440551757812,175.4537406821077,171.47042491030345,175.08803154260252,66062900,-0.014555092892366117,183.6436424255371,184.80123352050782
2023-08-18,172.46873474121094,173.07166917955516,169.96804315644715,170.30410101859755,61172200,0.0028161229047205527,182.79404296875,184.7401449584961
2023-08-21,173.80307006835938,174.08971916130307,171.7274054668453,173.04200058882003,46311900,0.0077366795155691115,181.97118072509767,184.65145385742187
2023-08-22,175.17698669433594,175.62177093693052,174.2083431088137,175.00895776189057,42038900,0.007905019315459727,181.17407836914063,184.58254180908204
2023-08-23,179.0219268798828,179.44695366375947,176.264252478764,176.45205395893973,52722800,0.02194888871022682,180.5257911682129,184.5346600341797
2023-08-24,174.3368682861328,179.0021943341212,173.97114400676233,178.57716749107865,54945800,-0.02617030592511438,179.70642471313477,184.40255310058595
2023-08-25,176.54100036621094,177.07473842454561,173.78332608108835,175.3252527852027,51449600,0.01264294868748328,178.86844940185546,184.30189453125
2023-08-28,178.10272216796875,178.49808262553688,176.48172016068384,178.00387451255935,43820700,0.008846227213611835,178.07796096801758,184.1918017578125
2023-08-29,181.98719787597656,182.75816135607317,177.42071955816803,177.6183997947506,53003900,0.021810310705663305,177.52315292358398,184.18091705322266
2023-08-30,185.4762725830078,185.67396786591692,182.5999932338842,182.79767343476072,60813900,0.019172088738951043,177.29234237670897,184.23803741455077
2023-08-31,185.69374084472656,186.92926105598286,185.30825914209595,185.66408956621913,60794500,0.001172485616031782,177.14199523925782,184.32023498535156
2023-09-01,187.2653045654297,187.7199674857303,186.09896582677092,187.29495583927402,45766500,0.00846320244050247,177.52329635620117,184.37384948730468
2023-09-05,187.5025177001953,187.77927298177536,185.43673181910435,186.09896874874457,45280000,0.001266722286416666,178.0714309692383,184.43852630615234
2023-09-06,180.7911834716797,186.66237722656214,179.36786194540127,186.21757793807612,81755800,-0.03579330192913266,178.23711166381835,184.3968115234375
2023-09-07,175.503173828125,176.1456533918577,171.52973657694065,173.15073850258275,112488800,-0.029249267259667255,178.21785354614258,184.1942581176758
2023-09-08,176.11599731445312,178.15214742516778,175.73051558651892,176.2840413464044,65551300,0.003491808569389576,178.24009323120117,183.98046813964845
2023-09-11,177.28233337402344,178.21144703159865,175.2857283917044,177.9841155245434,58953100,0.006622544671440744,178.31768417358398,183.78329315185547
2023-09-12,174.25779724121094,178.0434334916735,172.79494533569144,177.4108476610135,90370200,-0.017060561395203733,178.16151504516603,183.43915863037108
2023-09-13,172.1919708251953,175.24617287306006,171.96462426919445,174.46531572894506,84267900,-0.011855001318282876,178.0013916015625,183.08351715087892
2023-09-14,173.70425415039062,174.060084556446,171.56927171405846,171.98440467411754,60895800,0.008782542635106694,177.9603729248047,182.7804296875
2023-09-15,172.9827117919922,174.45545734300367,171.80650919609533,174.43568479625586,109259500,-0.004153855424713693,178.0102882385254,182.45343505859375
2023-09-18,175.9084014892578,177.30207170667876,174.12924962468128,174.4356561798522,67257600,0.01691319130656077,178.18227157592773,182.20726287841796
2023-09-19,176.99569702148438,177.54920768301113,175.07816717117066,175.4636488877364,51826900,0.006181032418130172,178.34190292358397,182.0237014770508
2023-09-20,173.4571533203125,177.61837681135137,173.36818440563272,177.18347129792434,58436200,-0.01999225834706231,178.25591125488282,181.7798324584961
2023-09-21,171.9152069091797,174.25776334751873,171.846025624082,172.5280351536478,63149100,-0.008889494504071505,177.90057525634765,181.4717611694336
2023-09-22,172.7652587890625,175.02874030453424,172.03384046276338,172.64665367280514,56725400,0.004944599696360186,177.82199478149414,181.16548950195312
2023-09-25,174.040283203125,174.9199727999802,172.13263256691485,172.18205638108142,46172700,0.007380097266078467,177.69695892333985,180.88175720214844
2023-09-26,169.9680633544922,173.17052232124786,169.6715354659317,172.79493440563715,64588900,-0.023398145381549718,177.29022598266602,180.45143280029296
2023-09-27,168.4557647705078,171.03553164114703,167.0917606780329,170.62039864934732,66921800,-0.008897545539659824,176.61365432739257,179.99599548339845
2023-09-28,168.71275329589844,170.03722730338785,165.67830850769053,167.37838547451082,56294400,0.001525554947559904,175.7754783630371,179.51865142822265
2023-09-29,169.2267303466797,171.06518493104676,168.36679806748614,170.02734498983367,51861100,0.003046462349409973,174.95212783813477,179.090478515625
2023-10-02,171.73727416992188,172.28090596787308,168.94993390517055,169.23658298137698,52164500,0.014835385746087892,174.17572631835938,178.73600952148436
2023-10-03,170.40292358398438,171.61868620307462,168.84123947337378,170.26454593815689,49594600,-0.007769720303218874,173.32074661254882,178.33886169433595
2023-10-04,171.6483612060547,172.19199313339385,168.98951921036945,169.10812432832188,53020300,0.007308780834716755,172.86360549926758,177.9494482421875
2023-10-05,172.8838653564453,173.41760341955526,170.67968657288918,171.77682905786853,48527900,0.007197879092521342,172.7326400756836,177.56737213134767
2023-10-06,175.43399047851562,175.92819856079907,171.17390414032383,171.78673241813826,57266700,0.014750509637279086,172.69853973388672,177.26156799316405
2023-10-09,176.91659545898438,176.97589800927489,173.76354582426052,174.7618406122257,42390800,0.008451070265373284,172.68025283813478,176.93388977050782
2023-10-10,176.3235321044922,177.63812721273464,175.88862664528037,176.0368980965743,43698000,-0.0033522200274856973,172.78353958129884,176.5821105957031
2023-10-11,177.7172088623047,177.76663268122664,175.5426965680271,176.13573714899445,47551100,0.007904088247203456,173.0598014831543,176.27478759765626
2023-10-12,178.61669921875,180.2278073787141,176.96603088257305,177.98411345020415,56743100,0.005061357660316679,173.30542373657227,176.0452719116211
2023-10-13,176.77821350097656,179.82252160984507,176.07643148158712,179.31843486264313,51427100,-0.010292910605865901,173.49519882202148,175.80682250976562
2023-10-16,176.6497344970703,177.0055649122618,174.46532818230494,174.70255348644375,52517000,-0.0007267807574350416,173.53226547241212,175.7470315551758
2023-10-17,175.09791564941406,176.35320838797153,172.77514673671925,174.60370757241088,57549400,-0.008784722219222996,173.4373764038086,175.718193359375
2023-10-18,173.80307006835938,175.52291937992672,173.08153059369246,173.54608733160953,54764400,-0.00739497998164218,173.45467224121094,175.64470336914061
2023-10-19,173.42752075195312,175.77994115612455,173.1606441431901,174.00078890109597,59302900,-0.0021607749291110423,173.5302879333496,175.59548706054687
2023-10-20,170.8773651123047,173.3879351486228,170.6401398397108,173.27920878393786,64244000,-0.014704446148981365,173.4358932495117,175.49961029052736
2023-10-23,170.99600219726562,171.99429712738208,167.96155723103598,168.93021596381925,55980100,0.0006942820360260615,173.28367919921874,175.4049200439453
2023-10-24,171.43087768554688,171.65820914819068,169.46392436745393,171.04539603931104,43816600,0.0025431909675850406,173.3568199157715,175.28591400146485
2023-10-25,169.11801147460938,171.0552987076063,168.67321213575732,169.88897487497013,57157000,-0.013491538059905106,173.38993225097656,175.1603854370117
2023-10-26,164.95677185058594,169.39476582537458,163.75090293239452,168.3964558542296,70625300,-0.02460553780014252,173.20213317871094,174.9690283203125
2023-10-27,166.2713623046875,167.00279566914165,164.89746448966903,164.97653958977486,58499100,0.007969302741279938,173.05436477661132,174.85476745605467
2023-10-30,168.31736755371094,169.18717852998205,166.91381853056686,167.06208999172168,51131000,0.012305217330656149,172.88336944580078,174.77174011230468
2023-10-31,168.79183959960938,168.92032345051314,165.95507483465602,167.3882903979478,44846000,0.0028189131804656764,172.80281524658204,174.67151550292968
2023-11-01,171.95477294921875,172.21175573979943,168.1493644262673,169.01917553597846,56934900,0.018738662704975262,172.81813583374023,174.60707122802734
